id,submissionLink,submitters,emails,isVideo
449,Œ„´‰ˇÁ¨ˆØ∏”’,"""'""'""''''""",(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
450,﻿,../../../../../../../../../../../etc/hosts,null,true
451,`⁄€‹›ﬁﬂ‡°·‚—±,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,œ∑´®†¥¨ˆøπ“‘,true
452,1E02,１２３,,true
453,・(￣∀￣)・:*:,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
454,😍,-1E+02,הָיְתָהtestالصفحات التّحول,false
455,åß∂ƒ©˙∆˚¬…æ,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,œ∑´®†¥¨ˆøπ“‘,false
456,1/0,null,1E+02,true
457,',1E2,,false
458,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },ÅÍÎÏ˝ÓÔÒÚÆ☃,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,false
459,0.00,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,nil,false
460,() { 0; }; touch /tmp/blns.shellshock1.fail;,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,-1E02,false
461,​,␡,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
462,😍,",./;'[]\-=",-1,false
463,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,1;DROP TABLE users,test⁠test‫,true
464,"<>?:""{}|_+",1E2,NULL,false
465,-1E02,"""",🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,false
466,田中さんにあげて下さい,-1.00,田中さんにあげて下さい,false
467,⁰⁴⁵₀₁₂,﻿,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
468,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,​,울란바토르,true
469,/dev/null; touch /tmp/blns.fail ; echo,1E2,⁰⁴⁵₀₁₂,false
470,!@#$%^&*(),❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,false
471,"""""","__ﾛ(,_,*)",Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,false
472,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ, test ,true
473,␢,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,١٢٣,true
474,-1.00,-1E+02,",./;'[]\-=",false
475,울란바토르,1E02,-1E+02,false
476,和製漢語,​,᠎,false
477,nil,../../../../../../../../../../../etc/hosts,"__ﾛ(,_,*)",true
478,"""'""'""''''""",🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,(｡◕ ∀ ◕｡),true
479,!@#$%^&*(),₀₁₂,1,true
480,和製漢語,",./;'[]\-=",(╯°□°）╯︵ ┻━┻)  ,false
481,test⁠test‫,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
482,<script>alert('hi')</script>,​,␢,true
483,・(￣∀￣)・:*:,<img src=x onerror=alert('hi') />,../../../../../../../../../../../etc/passwd%00,false
484,⁰⁴⁵,1/2,-$1.00,false
485,1/0,␣,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,false
486,() { 0; }; touch /tmp/blns.shellshock1.fail;,␣,﻿,false
487,$1.00,👩🏽,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
488,<svg><script>0<1>alert('XSS')</script>,😍,１２３,true
489,部落格,$1.00,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
490,｀ｨ(´∀｀∩,1;DROP TABLE users,​,true
491,1;DROP TABLE users,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
492,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",/dev/null; touch /tmp/blns.fail ; echo,-1E+02,false
493,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },00˙Ɩ$-,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",false
494,() { 0; }; touch /tmp/blns.shellshock1.fail;,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,사회과학원 어학연구소,false
495,<svg><script>0<1>alert('XSS')</script>,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,true
496,和製漢語,"<>?:""{}|_+",1'; DROP TABLE users--,true
497,⁦test⁧,​,-1E02,true
498,','',!@#$%^&*(),false
499,社會科學院語學研究所,"'""'",⁰⁴⁵₀₁₂,true
500,﻿,"__ﾛ(,_,*)",和製漢語,false
501,',NIL,₀₁₂,false
502,⁦test⁧,　,‪‪test‪,true
503,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,false
504,・(￣∀￣)・:*:,1/2,1/2,true
505,',-1E2,​,false
506,␣,"<>?:""{}|_+",0/0,true
507,١٢٣,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },울란바토르,true
508,울란바토르,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,false
509,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,<svg><script>0<1>alert('XSS')</script>,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,false
510,"""''''""'""",울란바토르,-1.00,false
511,<img src=x onerror=alert('hi') />,'',<script>alert('hi')</script>,false
512,0.00,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,true
513,1,⁰⁴⁵,Ω≈ç√∫˜µ≤≥÷,false
514,⁰⁴⁵₀₁₂, test ,,false
515,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,사회과학원 어학연구소,-1,true
516,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,Ω≈ç√∫˜µ≤≥÷,test⁠test‫,true
517,⁰⁴⁵₀₁₂,١٢٣,¸˛Ç◊ı˜Â¯˘¿,true
518,⁰⁴⁵,"__ﾛ(,_,*)",✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,false
519,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",1'; DROP TABLE users--,true
520,<img src=x onerror=alert('hi') />,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,​,false
521,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,１２３,',false
522,␣,👩🏽,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,true
523,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1E+02,$1.00,true
524,"""",‫test‫,🐵 🙈 🙉 🙊,false
525,"<>?:""{}|_+","""'""'""''''""",١٢٣,true
526,1,<svg><script>0<1>alert('XSS')</script>,‪‪test‪,true
527,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,١٢٣,1,true
528,"<>?:""{}|_+","""'""'""''''""",0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
529,-1,(╯°□°）╯︵ ┻━┻)  ,"""",false
530,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",1.00,-$1.00,true
531,00˙Ɩ$-,社會科學院語學研究所,␢,false
532,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,1.00,Ω≈ç√∫˜µ≤≥÷,true
533,¡™£¢∞§¶•ªº–≠,⁰⁴⁵₀₁₂,NIL,true
534,"__ﾛ(,_,*)",👩🏽,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",false
535,社會科學院語學研究所,-1E02,-1/2,false
536,｀ｨ(´∀｀∩,᠎,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,true
537,test⁠test‫,åß∂ƒ©˙∆˚¬…æ,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,false
538,田中さんにあげて下さい,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,1'; DROP TABLE users--,false
539,<img src=x onerror=alert('hi') />,"__ﾛ(,_,*)",˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
540,-1E2,nil,`⁄€‹›ﬁﬂ‡°·‚—±,false
541,1,<script>alert('hi')</script>,(╯°□°）╯︵ ┻━┻)  ,false
542,<script>alert('hi')</script>,"__ﾛ(,_,*)",᠎,true
543,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,・(￣∀￣)・:*:,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
544,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,パーティーへ行かないか,../../../../../../../../../../../etc/hosts,false
545,../../../../../../../../../../../etc/hosts,åß∂ƒ©˙∆˚¬…æ,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,true
546,-1.00,(｡◕ ∀ ◕｡),$1.00,false
547,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,הָיְתָהtestالصفحات التّحول,和製漢語,false
548,・(￣∀￣)・:*:,œ∑´®†¥¨ˆøπ“‘,部落格,false
549,"__ﾛ(,_,*)",　,nil,true
550,"<>?:""{}|_+",1E02,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },false
551,$1.00,1E2,NIL,true
552,⁰⁴⁵,😍,Ω≈ç√∫˜µ≤≥÷,true
553,"__ﾛ(,_,*)",1E+02,-1E2,false
554,"__ﾛ(,_,*)",1.00,␢,true
555,"__ﾛ(,_,*)",!@#$%^&*(),｀ｨ(´∀｀∩,true
556,␢,NULL,1,false
557,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",・(￣∀￣)・:*:,false
558,・(￣∀￣)・:*:,<img src=x onerror=alert('hi') />,ÅÍÎÏ˝ÓÔÒÚÆ☃,false
559,null,,"""",false
560,(｡◕ ∀ ◕｡),⁦test⁧,Œ„´‰ˇÁ¨ˆØ∏”’,false
561,Œ„´‰ˇÁ¨ˆØ∏”’,‪‪test‪,␡,false
562,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",🐵 🙈 🙉 🙊,﻿,true
563,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,¡™£¢∞§¶•ªº–≠,﻿,false
564,ÅÍÎÏ˝ÓÔÒÚÆ☃,åß∂ƒ©˙∆˚¬…æ,",./;'[]\-=",true
565,⁦test⁧,社會科學院語學研究所,1E02,false
566,'',｀ｨ(´∀｀∩,(｡◕ ∀ ◕｡),false
567,사회과학원 어학연구소,NIL,⁰⁴⁵,true
568,パーティーへ行かないか,00˙Ɩ$-,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",true
569,-1.00,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,｀ｨ(´∀｀∩,false
570,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,'',社會科學院語學研究所,true
571,"__ﾛ(,_,*)",0.00,1E+02,false
572,<svg><script>0<1>alert('XSS')</script>,00˙Ɩ$-,¸˛Ç◊ı˜Â¯˘¿,true
573,'',הָיְתָהtestالصفحات التّحول,הָיְתָהtestالصفحات التّحول,false
574,NIL,"""''''""'""",田中さんにあげて下さい,false
575,NULL,"""",Œ„´‰ˇÁ¨ˆØ∏”’,true
576,␣,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,1/2,false
577,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,👩🏽,​,true
578,0/0,!@#$%^&*(),'',false
579,울란바토르,"""""",👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,false
580,1E+02,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,1E02,true
581,"__ﾛ(,_,*)",1'; DROP TABLE users--,-$1.00,false
582,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,(ﾉಥ益ಥ）ﾉ﻿ ┻━┻,true
583,̡͓̞ͅI̗̘̦͝n͇͇͙v̮̫ok̲̫̙͈i̖͙̭̹̠̞n̡̻̮̣̺g̲͈͙̭͙̬͎ ̰t͔̦h̞̲e̢̤ ͍̬̲͖f̴̘͕̣è͖ẹ̥̩l͖͔͚i͓͚̦͠n͖͍̗͓̳̮g͍ ̨o͚̪͡f̘̣̬ ̖̘͖̟͙̮c҉͔̫͖͓͇͖ͅh̵̤̣͚͔á̗̼͕ͅo̼̣̥s̱͈̺̖̦̻͢.̛̖̞̠̫̰,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,部落格,true
584,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ, ,-1E+02,false
585,() { 0; }; touch /tmp/blns.shellshock1.fail;,‪‪test‪,1,false
586,"__ﾛ(,_,*)",᠎,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,true
587,‪‪test‪,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,社會科學院語學研究所,false
588,和製漢語,-1,(｡◕ ∀ ◕｡),false
589,-1,../../../../../../../../../../../etc/passwd%00,-1E+02,false
590,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",¡™£¢∞§¶•ªº–≠,-1E2,true
591,울란바토르,-1E2,nil,false
592,1,　,🐵 🙈 🙉 🙊,true
593,"""'""'""''''""",﻿,¸˛Ç◊ı˜Â¯˘¿,false
594,åß∂ƒ©˙∆˚¬…æ,​,-1E02,true
